source,source_type,route,origin,destination,travel_date,booking_window,base_fare,taxes,convenience_fee,total_fare,fare_class,availability,scrape_timestamp,flight_number,airline_code,raw_payload
Yatra,ota,DEL-CCU,DEL,CCU,2026-10-23,T+45,3822.57,865.19,350.0,5037.76,Economy,Available,2026-09-08T08:51:50.166267,AI-506,AI,"{'scraped_at': '2026-09-08T08:51:50.166214', 'source': 'Yatra'}"
EaseMyTrip,ota,DEL-CCU,DEL,CCU,2026-10-23,T+45,3756.44,831.37,0.0,4587.81,Economy,Available,2026-09-08T08:51:42.098219,QP-1102,QP,"{'scraped_at': '2026-09-08T08:51:42.098175', 'source': 'EaseMyTrip'}"
Cleartrip,ota,DEL-CCU,DEL,CCU,2026-10-23,T+45,3790.52,715.75,350.0,4856.27,Economy,Available,2026-09-08T08:51:43.559580,SG-8101,SG,"{'scraped_at': '2026-09-08T08:51:43.559522', 'source': 'Cleartrip'}"
Ixigo,ota,DEL-CCU,DEL,CCU,2026-10-23,T+45,3464.38,766.18,350.0,4580.56,Economy,Available,2026-09-08T08:51:42.503377,IX-2841,IX,"{'scraped_at': '2026-09-08T08:51:42.503307', 'source': 'Ixigo'}"
Goibibo,ota,DEL-CCU,DEL,CCU,2026-10-23,T+45,3673.05,689.84,350.0,4712.89,Economy,Available,2026-09-08T08:51:52.313870,6E-6104,6E,"{'scraped_at': '2026-09-08T08:51:52.313797', 'source': 'Goibibo'}"
IndiGo,airline,MAA-DEL,MAA,DEL,2026-09-09,T+1,7255.25,1451.43,0.0,8706.68,Economy,Available,2026-09-08T08:51:52.438847,6E-512,6E,"{'scraped_at': '2026-09-08T08:51:52.438794', 'source': 'IndiGo'}"
Air India,airline,MAA-DEL,MAA,DEL,2026-09-09,T+1,8085.49,1465.79,0.0,9551.28,Economy,Available,2026-09-08T08:51:52.753862,AI-805,AI,"{'scraped_at': '2026-09-08T08:51:52.753791', 'source': 'Air India'}"
Akasa Air,airline,MAA-DEL,MAA,DEL,2026-09-09,T+1,6850.23,1642.53,0.0,8492.76,Economy,Available,2026-09-08T08:51:42.578441,QP-1301,QP,"{'scraped_at': '2026-09-08T08:51:42.578347', 'source': 'Akasa Air'}"
SpiceJet,airline,MAA-DEL,MAA,DEL,2026-09-09,T+1,7195.9,1392.75,0.0,8588.65,Economy,Available,2026-09-08T08:51:42.972671,SG-8169,SG,"{'scraped_at': '2026-09-08T08:51:42.972644', 'source': 'SpiceJet'}"
Air India Express,airline,MAA-DEL,MAA,DEL,2026-09-09,T+1,6886.93,1335.4,0.0,8222.33,Economy,Available,2026-09-08T08:51:44.782179,IX-1422,IX,"{'scraped_at': '2026-09-08T08:51:44.782120', 'source': 'Air India Express'}"
MakeMyTrip,ota,MAA-DEL,MAA,DEL,2026-09-09,T+1,7637.57,1467.15,350.0,9454.72,Economy,Available,2026-09-08T08:51:52.398861,6E-204,6E,"{'scraped_at': '2026-09-08T08:51:52.398761', 'source': 'MakeMyTrip'}"
Yatra,ota,MAA-DEL,MAA,DEL,2026-09-09,T+1,8066.28,1452.6,350.0,9868.88,Economy,Available,2026-09-08T08:51:50.251353,AI-506,AI,"{'scraped_at': '2026-09-08T08:51:50.251299', 'source': 'Yatra'}"
EaseMyTrip,ota,MAA-DEL,MAA,DEL,2026-09-09,T+1,7854.27,1492.84,0.0,9347.11,Economy,Available,2026-09-08T08:51:42.096630,QP-1102,QP,"{'scraped_at': '2026-09-08T08:51:42.096573', 'source': 'EaseMyTrip'}"
Cleartrip,ota,MAA-DEL,MAA,DEL,2026-09-09,T+1,7843.98,1539.19,350.0,9733.17,Economy,Available,2026-09-08T08:51:44.010775,SG-8101,SG,"{'scraped_at': '2026-09-08T08:51:44.010711', 'source': 'Cleartrip'}"
Ixigo,ota,MAA-DEL,MAA,DEL,2026-09-09,T+1,7254.4,1547.06,350.0,9151.46,Economy,Available,2026-09-08T08:51:42.503860,IX-2841,IX,"{'scraped_at': '2026-09-08T08:51:42.503777', 'source': 'Ixigo'}"
Goibibo,ota,MAA-DEL,MAA,DEL,2026-09-09,T+1,7484.65,1365.28,350.0,9199.93,Economy,Available,2026-09-08T08:51:52.735680,6E-6104,6E,"{'scraped_at': '2026-09-08T08:51:52.735612', 'source': 'Goibibo'}"
IndiGo,airline,MAA-DEL,MAA,DEL,2026-09-15,T+7,6126.3,1232.64,0.0,7358.94,Economy,Available,2026-09-08T08:51:52.780549,6E-512,6E,"{'scraped_at': '2026-09-08T08:51:52.780469', 'source': 'IndiGo'}"
Air India,airline,MAA-DEL,MAA,DEL,2026-09-15,T+7,6641.97,1514.4,0.0,8156.37,Economy,Available,2026-09-08T08:51:52.484259,AI-805,AI,"{'scraped_at': '2026-09-08T08:51:52.484205', 'source': 'Air India'}"
Akasa Air,airline,MAA-DEL,MAA,DEL,2026-09-15,T+7,5770.6,1076.25,0.0,6846.85,Economy,Available,2026-09-08T08:51:42.819003,QP-1301,QP,"{'scraped_at': '2026-09-08T08:51:42.818969', 'source': 'Akasa Air'}"
SpiceJet,airline,MAA-DEL,MAA,DEL,2026-09-15,T+7,5784.29,1047.92,0.0,6832.21,Economy,Available,2026-09-08T08:51:43.024488,SG-8169,SG,"{'scraped_at': '2026-09-08T08:51:43.024458', 'source': 'SpiceJet'}"
Air India Express,airline,MAA-DEL,MAA,DEL,2026-09-15,T+7,5925.38,1382.93,0.0,7308.31,Economy,Available,2026-09-08T08:51:44.772841,IX-1422,IX,"{'scraped_at': '2026-09-08T08:51:44.772777', 'source': 'Air India Express'}"
MakeMyTrip,ota,MAA-DEL,MAA,DEL,2026-09-15,T+7,5783.91,1271.24,350.0,7405.15,Economy,Available,2026-09-08T08:51:52.295071,6E-204,6E,"{'scraped_at': '2026-09-08T08:51:52.295017', 'source': 'MakeMyTrip'}"
Yatra,ota,MAA-DEL,MAA,DEL,2026-09-15,T+7,6389.36,1442.35,350.0,8181.71,Economy,Available,2026-09-08T08:51:50.236041,AI-506,AI,"{'scraped_at': '2026-09-08T08:51:50.235965', 'source': 'Yatra'}"
EaseMyTrip,ota,MAA-DEL,MAA,DEL,2026-09-15,T+7,5768.53,1069.09,0.0,6837.62,Economy,Available,2026-09-08T08:51:42.097355,QP-1102,QP,"{'scraped_at': '2026-09-08T08:51:42.097319', 'source': 'EaseMyTrip'}"
Cleartrip,ota,MAA-DEL,MAA,DEL,2026-09-15,T+7,6161.21,1148.88,350.0,7660.09,Economy,Available,2026-09-08T08:51:43.555380,SG-8101,SG,"{'scraped_at': '2026-09-08T08:51:43.555311', 'source': 'Cleartrip'}"
Ixigo,ota,MAA-DEL,MAA,DEL,2026-09-15,T+7,5844.85,1252.78,350.0,7447.63,Economy,Available,2026-09-08T08:51:42.507671,IX-2841,IX,"{'scraped_at': '2026-09-08T08:51:42.507620', 'source': 'Ixigo'}"
Goibibo,ota,MAA-DEL,MAA,DEL,2026-09-15,T+7,5849.5,1347.48,350.0,7546.98,Economy,Available,2026-09-08T08:51:52.360728,6E-6104,6E,"{'scraped_at': '2026-09-08T08:51:52.360675', 'source': 'Goibibo'}"
IndiGo,airline,MAA-DEL,MAA,DEL,2026-09-23,T+15,5016.43,905.77,0.0,5922.2,Economy,Available,2026-09-08T08:51:52.429037,6E-512,6E,"{'scraped_at': '2026-09-08T08:51:52.428983', 'source': 'IndiGo'}"
Air India,airline,MAA-DEL,MAA,DEL,2026-09-23,T+15,5863.05,1125.89,0.0,6988.94,Economy,Available,2026-09-08T08:51:52.912532,AI-805,AI,"{'scraped_at': '2026-09-08T08:51:52.912469', 'source': 'Air India'}"
Akasa Air,airline,MAA-DEL,MAA,DEL,2026-09-23,T+15,4741.52,911.46,0.0,5652.98,Economy,Available,2026-09-08T08:51:42.885090,QP-1301,QP,"{'scraped_at': '2026-09-08T08:51:42.885041', 'source': 'Akasa Air'}"
SpiceJet,airline,MAA-DEL,MAA,DEL,2026-09-23,T+15,4928.1,1077.31,0.0,6005.41,Economy,Available,2026-09-08T08:51:43.024004,SG-8169,SG,"{'scraped_at': '2026-09-08T08:51:43.023940', 'source': 'SpiceJet'}"
Air India Express,airline,MAA-DEL,MAA,DEL,2026-09-23,T+15,5012.01,1156.7,0.0,6168.71,Economy,Available,2026-09-08T08:51:44.689749,IX-1422,IX,"{'scraped_at': '2026-09-08T08:51:44.689711', 'source': 'Air India Express'}"
MakeMyTrip,ota,MAA-DEL,MAA,DEL,2026-09-23,T+15,5179.81,1151.25,350.0,6681.06,Economy,Available,2026-09-08T08:51:52.507619,6E-204,6E,"{'scraped_at': '2026-09-08T08:51:52.507552', 'source': 'MakeMyTrip'}"
Yatra,ota,MAA-DEL,MAA,DEL,2026-09-23,T+15,5344.51,1252.0,350.0,6946.51,Economy,Available,2026-09-08T08:51:50.143822,AI-506,AI,"{'scraped_at': '2026-09-08T08:51:50.143745', 'source': 'Yatra'}"
EaseMyTrip,ota,MAA-DEL,MAA,DEL,2026-09-23,T+15,5322.15,1268.67,0.0,6590.82,Economy,Available,2026-09-08T08:51:42.198498,QP-1102,QP,"{'scraped_at': '2026-09-08T08:51:42.198452', 'source': 'EaseMyTrip'}"
Cleartrip,ota,MAA-DEL,MAA,DEL,2026-09-23,T+15,5291.86,1134.83,350.0,6776.69,Economy,Available,2026-09-08T08:51:43.595636,SG-8101,SG,"{'scraped_at': '2026-09-08T08:51:43.595572', 'source': 'Cleartrip'}"
Ixigo,ota,MAA-DEL,MAA,DEL,2026-09-23,T+15,5420.86,1014.24,350.0,6785.1,Economy,Available,2026-09-08T08:51:42.505616,IX-2841,IX,"{'scraped_at': '2026-09-08T08:51:42.505539', 'source': 'Ixigo'}"
Goibibo,ota,MAA-DEL,MAA,DEL,2026-09-23,T+15,5139.28,978.62,350.0,6467.9,Economy,Available,2026-09-08T08:51:52.518285,6E-6104,6E,"{'scraped_at': '2026-09-08T08:51:52.518222', 'source': 'Goibibo'}"
IndiGo,airline,MAA-DEL,MAA,DEL,2026-10-08,T+30,4603.94,927.46,0.0,5531.4,Economy,Available,2026-09-08T08:51:52.236111,6E-512,6E,"{'scraped_at': '2026-09-08T08:51:52.236029', 'source': 'IndiGo'}"
Air India,airline,MAA-DEL,MAA,DEL,2026-10-08,T+30,5297.06,986.77,0.0,6283.83,Economy,Available,2026-09-08T08:51:52.280898,AI-805,AI,"{'scraped_at': '2026-09-08T08:51:52.280844', 'source': 'Air India'}"
Akasa Air,airline,MAA-DEL,MAA,DEL,2026-10-08,T+30,4300.3,989.06,0.0,5289.36,Economy,Available,2026-09-08T08:51:42.817849,QP-1301,QP,"{'scraped_at': '2026-09-08T08:51:42.817811', 'source': 'Akasa Air'}"
SpiceJet,airline,MAA-DEL,MAA,DEL,2026-10-08,T+30,4274.22,987.48,0.0,5261.7,Economy,Available,2026-09-08T08:51:43.030240,SG-8169,SG,"{'scraped_at': '2026-09-08T08:51:43.030217', 'source': 'SpiceJet'}"
Air India Express,airline,MAA-DEL,MAA,DEL,2026-10-08,T+30,4489.7,828.47,0.0,5318.17,Economy,Available,2026-09-08T08:51:44.798121,IX-1422,IX,"{'scraped_at': '2026-09-08T08:51:44.798049', 'source': 'Air India Express'}"
MakeMyTrip,ota,MAA-DEL,MAA,DEL,2026-10-08,T+30,4867.77,1122.74,350.0,6340.51,Economy,Available,2026-09-08T08:51:52.450219,6E-204,6E,"{'scraped_at': '2026-09-08T08:51:52.450165', 'source': 'MakeMyTrip'}"
Yatra,ota,MAA-DEL,MAA,DEL,2026-10-08,T+30,4874.23,887.54,350.0,6111.77,Economy,Available,2026-09-08T08:51:50.347554,AI-506,AI,"{'scraped_at': '2026-09-08T08:51:50.347484', 'source': 'Yatra'}"
EaseMyTrip,ota,MAA-DEL,MAA,DEL,2026-10-08,T+30,4386.32,808.54,0.0,5194.86,Economy,Available,2026-09-08T08:51:42.099994,QP-1102,QP,"{'scraped_at': '2026-09-08T08:51:42.099932', 'source': 'EaseMyTrip'}"
Cleartrip,ota,MAA-DEL,MAA,DEL,2026-10-08,T+30,4812.69,1085.97,350.0,6248.66,Economy,Available,2026-09-08T08:51:43.745301,SG-8101,SG,"{'scraped_at': '2026-09-08T08:51:43.745241', 'source': 'Cleartrip'}"
Ixigo,ota,MAA-DEL,MAA,DEL,2026-10-08,T+30,4582.62,980.91,350.0,5913.53,Economy,Available,2026-09-08T08:51:42.506413,IX-2841,IX,"{'scraped_at': '2026-09-08T08:51:42.506357', 'source': 'Ixigo'}"
Goibibo,ota,MAA-DEL,MAA,DEL,2026-10-08,T+30,4814.75,1037.82,350.0,6202.57,Economy,Available,2026-09-08T08:51:53.136099,6E-6104,6E,"{'scraped_at': '2026-09-08T08:51:53.136032', 'source': 'Goibibo'}"
IndiGo,airline,MAA-DEL,MAA,DEL,2026-10-23,T+45,4117.86,790.05,0.0,4907.91,Economy,Available,2026-09-08T08:51:52.931765,6E-512,6E,"{'scraped_at': '2026-09-08T08:51:52.931706', 'source': 'IndiGo'}"
Air India,airline,MAA-DEL,MAA,DEL,2026-10-23,T+45,4764.83,899.71,0.0,5664.54,Economy,Available,2026-09-08T08:51:52.417669,AI-805,AI,"{'scraped_at': '2026-09-08T08:51:52.417614', 'source': 'Air India'}"
Akasa Air,airline,MAA-DEL,MAA,DEL,2026-10-23,T+45,4174.79,852.28,0.0,5027.07,Economy,Available,2026-09-08T08:51:42.506721,QP-1301,QP,"{'scraped_at': '2026-09-08T08:51:42.506675', 'source': 'Akasa Air'}"
SpiceJet,airline,MAA-DEL,MAA,DEL,2026-10-23,T+45,4028.87,888.35,0.0,4917.22,Economy,Available,2026-09-08T08:51:43.024673,SG-8169,SG,"{'scraped_at': '2026-09-08T08:51:43.024644', 'source': 'SpiceJet'}"
Air India Express,airline,MAA-DEL,MAA,DEL,2026-10-23,T+45,4205.98,990.21,0.0,5196.19,Economy,Available,2026-09-08T08:51:44.802189,IX-1422,IX,"{'scraped_at': '2026-09-08T08:51:44.802128', 'source': 'Air India Express'}"
MakeMyTrip,ota,MAA-DEL,MAA,DEL,2026-10-23,T+45,4476.46,1070.68,350.0,5897.14,Economy,Available,2026-09-08T08:51:52.379728,6E-204,6E,"{'scraped_at': '2026-09-08T08:51:52.379656', 'source': 'MakeMyTrip'}"
Yatra,ota,MAA-DEL,MAA,DEL,2026-10-23,T+45,4500.14,914.7,350.0,5764.84,Economy,Available,2026-09-08T08:51:50.213817,AI-506,AI,"{'scraped_at': '2026-09-08T08:51:50.213762', 'source': 'Yatra'}"
EaseMyTrip,ota,MAA-DEL,MAA,DEL,2026-10-23,T+45,4113.92,771.1,0.0,4885.02,Economy,Available,2026-09-08T08:51:42.096247,QP-1102,QP,"{'scraped_at': '2026-09-08T08:51:42.096161', 'source': 'EaseMyTrip'}"
Cleartrip,ota,MAA-DEL,MAA,DEL,2026-10-23,T+45,4642.42,856.57,350.0,5848.99,Economy,Available,2026-09-08T08:51:43.744475,SG-8101,SG,"{'scraped_at': '2026-09-08T08:51:43.744407', 'source': 'Cleartrip'}"
Ixigo,ota,MAA-DEL,MAA,DEL,2026-10-23,T+45,4496.43,937.42,350.0,5783.85,Economy,Available,2026-09-08T08:51:42.507001,IX-2841,IX,"{'scraped_at': '2026-09-08T08:51:42.506955', 'source': 'Ixigo'}"
Goibibo,ota,MAA-DEL,MAA,DEL,2026-10-23,T+45,4393.29,811.67,350.0,5554.96,Economy,Available,2026-09-08T08:51:52.497883,6E-6104,6E,"{'scraped_at': '2026-09-08T08:51:52.497830', 'source': 'Goibibo'}"
IndiGo,airline,BOM-GOI,BOM,GOI,2026-09-09,T+1,3794.6,688.62,0.0,4483.22,Economy,Available,2026-09-08T08:51:52.852107,6E-512,6E,"{'scraped_at': '2026-09-08T08:51:52.852037', 'source': 'IndiGo'}"
Air India,airline,BOM-GOI,BOM,GOI,2026-09-09,T+1,4217.84,970.14,0.0,5187.98,Economy,Available,2026-09-08T08:51:52.468046,AI-805,AI,"{'scraped_at': '2026-09-08T08:51:52.467972', 'source': 'Air India'}"
Akasa Air,airline,BOM-GOI,BOM,GOI,2026-09-09,T+1,3629.52,768.18,0.0,4397.7,Economy,Available,2026-09-08T08:51:43.103719,QP-1301,QP,"{'scraped_at': '2026-09-08T08:51:43.103652', 'source': 'Akasa Air'}"
SpiceJet,airline,BOM-GOI,BOM,GOI,2026-09-09,T+1,3801.31,694.89,0.0,4496.2,Economy,Available,2026-09-08T08:51:42.973214,SG-8169,SG,"{'scraped_at': '2026-09-08T08:51:42.973189', 'source': 'SpiceJet'}"
Air India Express,airline,BOM-GOI,BOM,GOI,2026-09-09,T+1,3792.53,802.59,0.0,4595.12,Economy,Available,2026-09-08T08:51:44.861851,IX-1422,IX,"{'scraped_at': '2026-09-08T08:51:44.861788', 'source': 'Air India Express'}"
MakeMyTrip,ota,BOM-GOI,BOM,GOI,2026-09-09,T+1,3957.0,837.64,350.0,5144.64,Economy,Available,2026-09-08T08:51:53.010025,6E-204,6E,"{'scraped_at': '2026-09-08T08:51:53.009857', 'source': 'MakeMyTrip'}"
Yatra,ota,BOM-GOI,BOM,GOI,2026-09-09,T+1,4116.67,946.99,350.0,5413.66,Economy,Available,2026-09-08T08:51:50.107188,AI-506,AI,"{'scraped_at': '2026-09-08T08:51:50.107113', 'source': 'Yatra'}"
EaseMyTrip,ota,BOM-GOI,BOM,GOI,2026-09-09,T+1,3875.8,793.81,0.0,4669.61,Economy,Available,2026-09-08T08:51:42.198968,QP-1102,QP,"{'scraped_at': '2026-09-08T08:51:42.198936', 'source': 'EaseMyTrip'}"
Cleartrip,ota,BOM-GOI,BOM,GOI,2026-09-09,T+1,4131.0,805.66,350.0,5286.66,Economy,Available,2026-09-08T08:51:43.576444,SG-8101,SG,"{'scraped_at': '2026-09-08T08:51:43.576390', 'source': 'Cleartrip'}"
Ixigo,ota,BOM-GOI,BOM,GOI,2026-09-09,T+1,4088.94,782.49,350.0,5221.43,Economy,Available,2026-09-08T08:51:42.507363,IX-2841,IX,"{'scraped_at': '2026-09-08T08:51:42.507305', 'source': 'Ixigo'}"
Goibibo,ota,BOM-GOI,BOM,GOI,2026-09-09,T+1,4039.51,791.67,350.0,5181.18,Economy,Available,2026-09-08T08:51:52.768784,6E-6104,6E,"{'scraped_at': '2026-09-08T08:51:52.768718', 'source': 'Goibibo'}"
IndiGo,airline,BOM-GOI,BOM,GOI,2026-09-15,T+7,3162.82,627.59,0.0,3790.41,Economy,Available,2026-09-08T08:51:52.534722,6E-512,6E,"{'scraped_at': '2026-09-08T08:51:52.534670', 'source': 'IndiGo'}"
Air India,airline,BOM-GOI,BOM,GOI,2026-09-15,T+7,3562.83,657.93,0.0,4220.76,Economy,Available,2026-09-08T08:51:53.126151,AI-805,AI,"{'scraped_at': '2026-09-08T08:51:53.126075', 'source': 'Air India'}"
Akasa Air,airline,BOM-GOI,BOM,GOI,2026-09-15,T+7,2922.96,613.31,0.0,3536.27,Economy,Available,2026-09-08T08:51:43.059690,QP-1301,QP,"{'scraped_at': '2026-09-08T08:51:43.059626', 'source': 'Akasa Air'}"
SpiceJet,airline,BOM-GOI,BOM,GOI,2026-09-15,T+7,3118.51,647.69,0.0,3766.2,Economy,Available,2026-09-08T08:51:43.025865,SG-8169,SG,"{'scraped_at': '2026-09-08T08:51:43.025833', 'source': 'SpiceJet'}"
Air India Express,airline,BOM-GOI,BOM,GOI,2026-09-15,T+7,2947.12,629.19,0.0,3576.31,Economy,Available,2026-09-08T08:51:44.845197,IX-1422,IX,"{'scraped_at': '2026-09-08T08:51:44.845146', 'source': 'Air India Express'}"
MakeMyTrip,ota,BOM-GOI,BOM,GOI,2026-09-15,T+7,3240.7,613.07,350.0,4203.77,Economy,Available,2026-09-08T08:51:52.842154,6E-204,6E,"{'scraped_at': '2026-09-08T08:51:52.842082', 'source': 'MakeMyTrip'}"
Yatra,ota,BOM-GOI,BOM,GOI,2026-09-15,T+7,3083.81,558.96,350.0,3992.77,Economy,Available,2026-09-08T08:51:50.381410,AI-506,AI,"{'scraped_at': '2026-09-08T08:51:50.381255', 'source': 'Yatra'}"
EaseMyTrip,ota,BOM-GOI,BOM,GOI,2026-09-15,T+7,3091.35,689.74,0.0,3781.09,Economy,Available,2026-09-08T08:51:42.098847,QP-1102,QP,"{'scraped_at': '2026-09-08T08:51:42.098805', 'source': 'EaseMyTrip'}"
Cleartrip,ota,BOM-GOI,BOM,GOI,2026-09-15,T+7,3291.22,730.28,350.0,4371.5,Economy,Available,2026-09-08T08:51:43.578764,SG-8101,SG,"{'scraped_at': '2026-09-08T08:51:43.578711', 'source': 'Cleartrip'}"
Ixigo,ota,BOM-GOI,BOM,GOI,2026-09-15,T+7,3073.61,633.75,350.0,4057.36,Economy,Available,2026-09-08T08:51:42.711669,IX-2841,IX,"{'scraped_at': '2026-09-08T08:51:42.711590', 'source': 'Ixigo'}"
Goibibo,ota,BOM-GOI,BOM,GOI,2026-09-15,T+7,3122.72,678.89,350.0,4151.61,Economy,Available,2026-09-08T08:51:52.920988,6E-6104,6E,"{'scraped_at': '2026-09-08T08:51:52.920934', 'source': 'Goibibo'}"
IndiGo,airline,BOM-GOI,BOM,GOI,2026-09-23,T+15,2749.58,599.7,0.0,3349.28,Economy,Available,2026-09-08T08:51:52.832149,6E-512,6E,"{'scraped_at': '2026-09-08T08:51:52.832082', 'source': 'IndiGo'}"
Air India,airline,BOM-GOI,BOM,GOI,2026-09-23,T+15,3055.56,562.68,0.0,3618.24,Economy,Available,2026-09-08T08:51:53.114408,AI-805,AI,"{'scraped_at': '2026-09-08T08:51:53.114342', 'source': 'Air India'}"
Akasa Air,airline,BOM-GOI,BOM,GOI,2026-09-23,T+15,2533.34,458.06,0.0,2991.4,Economy,Available,2026-09-08T08:51:43.054654,QP-1301,QP,"{'scraped_at': '2026-09-08T08:51:43.054598', 'source': 'Akasa Air'}"
SpiceJet,airline,BOM-GOI,BOM,GOI,2026-09-23,T+15,2587.38,515.31,0.0,3102.69,Economy,Available,2026-09-08T08:51:43.030396,SG-8169,SG,"{'scraped_at': '2026-09-08T08:51:43.030368', 'source': 'SpiceJet'}"
Air India Express,airline,BOM-GOI,BOM,GOI,2026-09-23,T+15,2651.35,608.33,0.0,3259.68,Economy,Available,2026-09-08T08:51:44.856511,IX-1422,IX,"{'scraped_at': '2026-09-08T08:51:44.856444', 'source': 'Air India Express'}"
MakeMyTrip,ota,BOM-GOI,BOM,GOI,2026-09-23,T+15,2790.72,523.62,350.0,3664.34,Economy,Available,2026-09-08T08:51:52.989400,6E-204,6E,"{'scraped_at': '2026-09-08T08:51:52.989331', 'source': 'MakeMyTrip'}"
Yatra,ota,BOM-GOI,BOM,GOI,2026-09-23,T+15,2806.32,559.47,350.0,3715.79,Economy,Available,2026-09-08T08:51:50.321444,AI-506,AI,"{'scraped_at': '2026-09-08T08:51:50.321388', 'source': 'Yatra'}"
EaseMyTrip,ota,BOM-GOI,BOM,GOI,2026-09-23,T+15,2665.35,500.71,0.0,3166.06,Economy,Available,2026-09-08T08:51:42.099419,QP-1102,QP,"{'scraped_at': '2026-09-08T08:51:42.099383', 'source': 'EaseMyTrip'}"
Cleartrip,ota,BOM-GOI,BOM,GOI,2026-09-23,T+15,2874.35,521.64,350.0,3745.99,Economy,Available,2026-09-08T08:51:43.898034,SG-8101,SG,"{'scraped_at': '2026-09-08T08:51:43.897985', 'source': 'Cleartrip'}"
Ixigo,ota,BOM-GOI,BOM,GOI,2026-09-23,T+15,2767.81,656.27,350.0,3774.08,Economy,Available,2026-09-08T08:51:42.711080,IX-2841,IX,"{'scraped_at': '2026-09-08T08:51:42.711004', 'source': 'Ixigo'}"
Goibibo,ota,BOM-GOI,BOM,GOI,2026-09-23,T+15,2685.09,532.4,350.0,3567.49,Economy,Available,2026-09-08T08:51:52.895150,6E-6104,6E,"{'scraped_at': '2026-09-08T08:51:52.895079', 'source': 'Goibibo'}"
IndiGo,airline,BOM-GOI,BOM,GOI,2026-10-08,T+30,2308.83,513.03,0.0,2821.86,Economy,Available,2026-09-08T08:51:52.880533,6E-512,6E,"{'scraped_at': '2026-09-08T08:51:52.880481', 'source': 'IndiGo'}"
Air India,airline,BOM-GOI,BOM,GOI,2026-10-08,T+30,2698.83,625.93,0.0,3324.76,Economy,Available,2026-09-08T08:51:52.902859,AI-805,AI,"{'scraped_at': '2026-09-08T08:51:52.902804', 'source': 'Air India'}"
Akasa Air,airline,BOM-GOI,BOM,GOI,2026-10-08,T+30,2342.78,508.82,0.0,2851.6,Economy,Available,2026-09-08T08:51:42.885509,QP-1301,QP,"{'scraped_at': '2026-09-08T08:51:42.885447', 'source': 'Akasa Air'}"
SpiceJet,airline,BOM-GOI,BOM,GOI,2026-10-08,T+30,2227.21,467.04,0.0,2694.25,Economy,Available,2026-09-08T08:51:43.091587,SG-8169,SG,"{'scraped_at': '2026-09-08T08:51:43.091536', 'source': 'SpiceJet'}"
Air India Express,airline,BOM-GOI,BOM,GOI,2026-10-08,T+30,2241.59,520.35,0.0,2761.94,Economy,Available,2026-09-08T08:51:44.997864,IX-1422,IX,"{'scraped_at': '2026-09-08T08:51:44.997785', 'source': 'Air India Express'}"
MakeMyTrip,ota,BOM-GOI,BOM,GOI,2026-10-08,T+30,2527.16,579.29,350.0,3456.45,Economy,Available,2026-09-08T08:51:53.021071,6E-204,6E,"{'scraped_at': '2026-09-08T08:51:53.020994', 'source': 'MakeMyTrip'}"
Yatra,ota,BOM-GOI,BOM,GOI,2026-10-08,T+30,2558.5,567.58,350.0,3476.08,Economy,Available,2026-09-08T08:51:50.292450,AI-506,AI,"{'scraped_at': '2026-09-08T08:51:50.292383', 'source': 'Yatra'}"
EaseMyTrip,ota,BOM-GOI,BOM,GOI,2026-10-08,T+30,2384.63,566.3,0.0,2950.93,Economy,Available,2026-09-08T08:51:42.098609,QP-1102,QP,"{'scraped_at': '2026-09-08T08:51:42.098560', 'source': 'EaseMyTrip'}"
Cleartrip,ota,BOM-GOI,BOM,GOI,2026-10-08,T+30,2552.03,520.83,350.0,3422.86,Economy,Available,2026-09-08T08:51:43.876370,SG-8101,SG,"{'scraped_at': '2026-09-08T08:51:43.876316', 'source': 'Cleartrip'}"
Ixigo,ota,BOM-GOI,BOM,GOI,2026-10-08,T+30,2368.81,550.11,350.0,3268.92,Economy,Available,2026-09-08T08:51:42.832195,IX-2841,IX,"{'scraped_at': '2026-09-08T08:51:42.832114', 'source': 'Ixigo'}"
Goibibo,ota,BOM-GOI,BOM,GOI,2026-10-08,T+30,2466.43,549.23,350.0,3365.66,Economy,Available,2026-09-08T08:51:52.887685,6E-6104,6E,"{'scraped_at': '2026-09-08T08:51:52.887631', 'source': 'Goibibo'}"
IndiGo,airline,BOM-GOI,BOM,GOI,2026-10-23,T+45,2251.09,489.28,0.0,2740.37,Economy,Available,2026-09-08T08:51:52.815921,6E-512,6E,"{'scraped_at': '2026-09-08T08:51:52.815857', 'source': 'IndiGo'}"
Air India,airline,BOM-GOI,BOM,GOI,2026-10-23,T+45,2483.11,561.7,0.0,3044.81,Economy,Available,2026-09-08T08:51:52.861717,AI-805,AI,"{'scraped_at': '2026-09-08T08:51:52.861648', 'source': 'Air India'}"
Akasa Air,airline,BOM-GOI,BOM,GOI,2026-10-23,T+45,2111.08,384.79,0.0,2495.87,Economy,Available,2026-09-08T08:51:42.884450,QP-1301,QP,"{'scraped_at': '2026-09-08T08:51:42.884392', 'source': 'Akasa Air'}"
SpiceJet,airline,BOM-GOI,BOM,GOI,2026-10-23,T+45,2168.28,423.17,0.0,2591.45,Economy,Available,2026-09-08T08:51:43.026154,SG-8169,SG,"{'scraped_at': '2026-09-08T08:51:43.026109', 'source': 'SpiceJet'}"
